Date,Price
24/01/2018,"1,362.50"
23/01/2018,"1,360.20"
22/01/2018,"1,350.30"
19/01/2018,"1,357.60"
18/01/2018,"1,364.20"
17/01/2018,"1,356.70"
16/01/2018,"1,352.20"
15/01/2018,"1,362.10"
12/1/2018,"1,365.00"
11/1/2018,"1,376.20"
10/1/2018,"1,382.00"
9/1/2018,"1,405.30"
8/1/2018,"1,402.60"
5/1/2018,"1,395.70"
4/1/2018,"1,401.80"
3/1/2018,"1,405.30"
2/1/2018,"1,401.20"
29/12/2017,"1,404.90"
28/12/2017,"1,414.70"
27/12/2017,"1,416.80"
22/12/2017,"1,420.70"
21/12/2017,"1,427.00"
20/12/2017,"1,445.40"
19/12/2017,"1,453.80"
18/12/2017,"1,453.80"
15/12/2017,"1,447.10"
14/12/2017,"1,462.30"
13/12/2017,"1,478.59"
12/12/2017,"1,451.06"
11/12/2017,"1,420.70"
8/12/2017,"1,421.20"
7/12/2017,"1,426.50"
6/12/2017,"1,418.70"
5/12/2017,"1,411.60"
4/12/2017,"1,417.60"
1/12/2017,"1,423.40"
30/11/2017,"1,422.80"
29/11/2017,"1,416.50"
28/11/2017,"1,413.20"
27/11/2017,"1,401.28"
24/11/2017,"1,399.08"
23/11/2017,"1,391.15"
22/11/2017,"1,393.58"
21/11/2017,"1,391.52"
20/11/2017,"1,388.93"
17/11/2017,"1,386.02"
16/11/2017,"1,386.94"
15/11/2017,"1,387.28"
14/11/2017,"1,396.17"
13/11/2017,"1,415.72"
10/11/2017,"1,413.29"
9/11/2017,"1,399.25"
8/11/2017,"1,379.61"
7/11/2017,"1,370.53"
6/11/2017,"1,353.17"
3/11/2017,"1,355.35"
2/11/2017,"1,345.56"
1/11/2017,"1,355.64"
31/10/2017,"1,351.62"
30/10/2017,"1,341.83"
27/10/2017,"1,347.69"
26/10/2017,"1,351.32"
25/10/2017,"1,342.74"
24/10/2017,"1,331.99"
23/10/2017,"1,328.19"
20/10/2017,"1,343.22"
19/10/2017,"1,342.09"
18/10/2017,"1,345.22"
17/10/2017,"1,334.47"
16/10/2017,"1,323.56"
13/10/2017,"1,324.02"
12/10/2017,"1,325.75"
11/10/2017,"1,323.48"
10/10/2017,"1,315.86"
9/10/2017,"1,316.90"
6/10/2017,"1,309.20"
5/10/2017,"1,298.74"
4/10/2017,"1,300.35"
3/10/2017,"1,321.92"
2/10/2017,"1,324.51"
29/09/2017,"1,321.91"
28/09/2017,"1,310.29"
27/09/2017,"1,308.12"
26/09/2017,"1,309.76"
25/09/2017,"1,300.69"
22/09/2017,"1,309.21"
21/09/2017,"1,303.76"
20/09/2017,"1,324.85"
19/09/2017,"1,322.33"
18/09/2017,"1,339.61"
15/09/2017,"1,334.93"
14/09/2017,"1,333.26"
13/09/2017,"1,338.22"
12/9/2017,"1,346.34"
11/9/2017,"1,342.22"
8/9/2017,"1,334.80"
7/9/2017,"1,332.20"
6/9/2017,"1,333.44"
5/9/2017,"1,330.91"
4/9/2017,"1,321.62"
1/9/2017,"1,319.59"
31/08/2017,"1,315.93"
30/08/2017,"1,308.24"
29/08/2017,"1,298.55"
28/08/2017,"1,301.55"
25/08/2017,"1,305.60"
24/08/2017,"1,321.29"
23/08/2017,"1,333.28"
